99 4851
3 84 21
3 85 24
3 86 30
3 87 45
3 88 37
3 89 17
3 90 15
3 91 56
3 92 21
3 93 14
3 94 52
3 95 55
3 96 19
3 97 22
3 98 13
3 99 41
4 5 19
4 6 39
4 7 29
4 8 45
4 9 30
4 10 28
4 11 38
4 12 19
4 13 29
4 14 12
4 15 18
4 16 50
4 17 16
4 18 28
4 19 21
4 20 26
4 21 17
4 22 19
4 23 54
4 24 10
4 25 56
4 26 11
4 27 45
4 28 25
4 29 30
4 30 24
4 31 22
4 32 27
4 33 31
4 34 17
4 35 32
4 36 41
4 37 15
4 38 42
4 39 30
4 40 12
4 41 53
4 42 56
4 43 11
4 44 17
4 45 43
4 46 31
4 47 10
4 48 29
4 49 47
4 50 27
4 51 31
4 52 52
4 53 55
4 54 35
4 55 36
4 56 33
4 57 32
4 58 30
4 59 29
4 60 56
4 61 28
4 62 8
4 63 49
4 64 44
4 65 19
4 66 9
4 67 35
4 68 16
4 69 11
4 70 13
4 71 9
4 72 38
4 73 21
4 74 15
4 75 25
4 76 48
4 77 30
4 78 47
4 79 41
4 80 49
4 81 51
4 82 21
4 83 39
4 84 11
4 85 49
4 86 45
4 87 55
4 88 38
4 89 30
4 90 23
4 91 25
4 92 10
4 93 25
4 94 9
4 95 26
4 96 29
4 97 23
4 98 27
4 99 40
5 6 46
5 7 37
5 8 44
5 9 37
5 10 41
5 11 32
5 12 10
5 13 16
5 14 12
5 15 45
5 16 22
5 17 30
5 18 33
5 19 46
5 20 23
5 21 22
5 22 23
5 23 41
5 24 25
5 25 50
5 26 42
5 27 53
5 28 22
5 29 48
5 30 29
5 31 19
5 32 13
5 33 9
5 34 22
5 35 15
5 36 13
5 37 19
5 38 56
5 39 56
5 40 50
5 41 41
5 42 39
5 43 10
5 44 40
5 45 17
5 46 28
5 47 31
5 48 25
5 49 38
5 50 19
5 51 44
5 52 46
5 53 40
5 54 21
5 55 52
5 56 11
5 57 9
5 58 13
5 59 8
5 60 40
5 61 10
5 62 39
5 63 41
5 64 27
5 65 35
5 66 28
5 67 56
5 68 42
5 69 34
5 70 51
5 71 35
5 72 53
5 73 47
5 74 51
5 75 25
5 76 26
5 77 51
5 78 27
5 79 12
5 80 20
5 81 53
5 82 44
5 83 20
5 84 33
5 85 14
5 86 55
5 87 29
5 88 12
5 89 28
5 90 50
5 91 16
5 92 43
5 93 16
5 94 28
5 95 31
5 96 32
5 97 15
5 98 35
5 99 24
6 7 51
6 8 14
6 9 9
6 10 14
6 11 50
6 12 26
6 13 25
6 14 36
6 15 51
6 16 56
6 17 7
6 18 16
6 19 27
6 20 47
6 21 13
6 22 42
6 23 32
6 24 41
6 25 36
6 26 16
6 27 11
6 28 16
6 29 37
6 30 40
6 31 40
6 32 33
6 33 22
6 34 9
6 35 52
6 36 23
6 37 27
6 38 55
6 39 49
6 40 40
6 41 17
6 42 31
6 43 44
6 44 23
6 45 26
6 46 8
6 47 31
6 48 13
6 49 18
6 50 47
6 51 19
6 52 48
6 53 10
6 54 42
6 55 46
6 56 29
6 57 48
6 58 17
6 59 34
6 60 10
6 61 55
6 62 29
6 63 13
6 64 25
6 65 41
6 66 36
6 67 32
6 68 45
6 69 42
6 70 30
6 71 39
6 72 51
6 73 15
6 74 30
6 75 13
6 76 33
6 77 37
6 78 23
6 79 12
6 80 47
6 81 55
6 82 39
6 83 15
6 84 12
6 85 23
6 86 23
6 87 40
6 88 32
6 89 20
6 90 33
6 91 42
6 92 25
6 93 50
6 94 14
6 95 17
6 96 13
6 97 7
6 98 41
6 99 26
7 8 44
7 9 28
7 10 27
7 11 10
7 12 33
7 13 37
7 14 24
7 15 24
7 16 24
7 17 34
7 18 49
7 19 29
7 20 30
7 21 12
7 22 14
7 23 54
7 24 11
7 25 32
7 26 45
7 27 33
7 28 51
7 29 30
7 30 38
7 31 9
7 32 54
7 33 18
7 34 18
7 35 33
7 36 51
7 37 23
7 38 41
7 39 29
7 40 29
7 41 55
7 42 16
7 43 45
7 44 14
7 45 55
7 46 49
7 47 53
7 48 30
7 49 33
7 50 26
7 51 22
7 52 44
7 53 16
7 54 14
7 55 53
7 56 27
7 57 39
7 58 17
7 59 34
7 60 45
7 61 54
7 62 8
7 63 15
7 64 17
7 65 24
7 66 31
7 67 33
7 68 18
7 69 23
7 70 52
7 71 43
7 72 19
7 73 35
7 74 14
7 75 50
7 76 37
7 77 53
7 78 21
7 79 49
7 80 44
7 81 43
7 82 29
7 83 26
7 84 18
7 85 13
7 86 35
7 87 32
7 88 48
7 89 24
7 90 37
7 91 46
7 92 53
7 93 21
7 94 24
7 95 44
7 96 32
7 97 40
7 98 29
7 99 8
8 9 55
8 10 43
8 11 48
8 12 9
8 13 46
8 14 34
8 15 15
8 16 36
8 17 53
8 18 17
8 19 15
8 20 54
8 21 55
8 22 42
8 23 35
8 24 30
8 25 39
8 26 44
8 27 27
8 28 21
8 29 14
8 30 35
8 31 53
8 32 44
8 33 8
8 34 37
8 35 50
8 36 41
8 37 8
8 38 27
8 39 42
8 40 28
8 41 50
8 42 31
8 43 21
8 44 46
8 45 18
8 46 33
8 47 24
8 48 26
8 49 43
8 50 28
8 51 7
8 52 45
8 53 12
8 54 53
8 55 28
8 56 13
8 57 24
8 58 17
8 59 25
8 60 41
8 61 56
8 62 17
8 63 20
8 64 25
8 65 54
8 66 27
8 67 24
8 68 56
8 69 50
8 70 45
8 71 53
8 72 20
8 73 48
8 74 37
8 75 15
8 76 26
8 77 43
8 78 42
8 79 27
8 80 29
8 81 50
8 82 34
8 83 56
8 84 13
8 85 9
8 86 52
8 87 24
8 88 16
8 89 52
8 90 38
8 91 30
8 92 52
8 93 51
8 94 34
8 95 10
8 96 48
8 97 31
8 98 31
8 99 49
9 10 48
9 11 44
9 12 19
9 13 16
9 14 16
9 15 10
9 16 27
9 17 11
9 18 46
9 19 50
9 20 24
9 21 50
9 22 48
9 23 10
9 24 52
9 25 16
9 26 19
9 27 21
9 28 48
9 29 11
9 30 31
9 31 13
9 32 29
9 33 37
9 34 21
9 35 36
9 36 28
9 37 48
9 38 41
9 39 8
9 40 56
9 41 36
9 42 33
9 43 17
9 44 35
9 45 53
9 46 7
9 47 54
9 48 11
9 49 45
9 50 26
9 51 49
9 52 56
9 53 18
9 54 40
9 55 37
9 56 43
9 57 53
9 58 48
9 59 46
9 60 43
9 61 30
9 62 45
9 63 39
9 64 47
9 65 56
9 66 25
9 67 29
9 68 27
9 69 16
9 70 27
9 71 12
9 72 36
9 73 30
9 74 16
9 75 42
9 76 51
9 77 7
9 78 24
9 79 49
9 80 55
9 81 37
9 82 49
9 83 30
9 84 30
9 85 49
9 86 56
9 87 10
9 88 53
9 89 38
9 90 27
9 91 49
9 92 11
9 93 43
9 94 34
9 95 13
9 96 26
9 97 17
9 98 11
9 99 38
10 11 55
10 12 10
10 13 15
10 14 35
10 15 11
10 16 11
10 17 12
10 18 37
10 19 53
10 20 37
10 21 20
10 22 18
10 23 52
10 24 13
10 25 15
10 26 27
10 27 38
10 28 56
10 29 20
10 30 48
10 31 12
10 32 47
10 33 7
10 34 51
10 35 22
10 36 12
10 37 31
10 38 40
10 39 37
10 40 55
10 41 36
10 42 56
10 43 54
10 44 51
10 45 8
10 46 12
10 47 47
10 48 31
10 49 56
10 50 33
10 51 13
10 52 13
10 53 10
10 54 35
10 55 30
10 56 46
10 57 17
10 58 51
10 59 19
10 60 45
10 61 43
10 62 35
10 63 26
10 64 39
10 65 46
10 66 40
10 67 29
10 68 56
10 69 46
10 70 40
10 71 31
10 72 23
10 73 14
10 74 14
10 75 30
10 76 9
10 77 17
10 78 40
10 79 16
10 80 46
10 81 11
10 82 53
10 83 14
10 84 51
10 85 14
10 86 49
10 87 46
10 88 54
10 89 8
10 90 42
10 91 30
10 92 40
10 93 33
10 94 47
10 95 7
10 96 50
10 97 41
10 98 27
10 99 32
11 12 24
11 13 8
11 14 44
11 15 8
11 16 30
11 17 16
11 18 43
11 19 22
11 20 44
11 21 39
11 22 9
11 23 31
11 24 28
11 25 28
11 26 33
11 27 26
11 28 56
11 29 39
11 30 20
11 31 45
11 32 17
11 33 43
11 34 32
11 35 27
11 36 32
11 37 52
11 38 43
11 39 30
11 40 10
11 41 49
11 42 54
11 43 16
11 44 12
11 45 40
11 46 9
11 47 52
11 48 34
11 49 54
11 50 47
11 51 52
11 52 33
11 53 51
11 54 24
11 55 43
11 56 40
11 57 50
11 58 36
11 59 46
11 60 54
11 61 54
11 62 23
11 63 31
11 64 23
11 65 23
11 66 37
11 67 13
11 68 19
11 69 17
11 70 37
11 71 51
11 72 8
11 73 47
11 74 26
11 75 47
11 76 8
11 77 56
11 78 21
11 79 27
11 80 47
11 81 13
11 82 14
11 83 55
11 84 41
11 85 17
11 86 47
11 87 50
11 88 28
11 89 45
11 90 38
11 91 28
11 92 21
11 93 18
11 94 41
11 95 46
11 96 14
11 97 19
11 98 28
11 99 24
12 13 17
12 14 39
12 15 9
12 16 24
12 17 34
12 18 8
12 19 54
12 20 42
12 21 44
12 22 7
12 23 31
12 24 31
12 25 21
12 26 35
12 27 38
12 28 52
12 29 19
12 30 24
12 31 41
12 32 49
12 33 26
12 34 52
12 35 28
12 36 15
12 37 23
12 38 11
12 39 18
12 40 27
12 41 13
12 42 12
12 43 26
12 44 46
12 45 45
12 46 20
12 47 31
12 48 40
12 49 16
12 50 25
12 51 16
12 52 11
12 53 34
12 54 55
12 55 30
12 56 42
12 57 24
12 58 55
12 59 45
12 60 25
12 61 54
12 62 35
12 63 41
12 64 36
12 65 38
12 66 19
12 67 33
12 68 41
12 69 25
12 70 25
12 71 45
12 72 45
12 73 17
12 74 40
12 75 12
12 76 29
12 77 25
12 78 48
12 79 22
12 80 19
12 81 15
12 82 33
12 83 17
12 84 22
12 85 48
12 86 51
12 87 56
12 88 8
12 89 48
12 90 14
12 91 19
12 92 28
12 93 21
12 94 21
12 95 47
12 96 55
12 97 19
12 98 18
12 99 33
13 14 32
13 15 34
13 16 54
13 17 42
13 18 22
13 19 41
13 20 44
13 21 8
13 22 41
13 23 33
13 24 8
13 25 13
13 26 30
13 27 33
13 28 24
13 29 36
13 30 18
13 31 26
13 32 55
13 33 8
13 34 22
13 35 15
13 36 10
13 37 44
13 38 26
13 39 13
13 40 25
13 41 34
13 42 52
13 43 14
13 44 28
13 45 31
13 46 37
13 47 56
13 48 54
13 49 54
13 50 7
13 51 55
13 52 29
13 53 34
13 54 28
13 55 48
13 56 54
13 57 10
13 58 10
13 59 56
13 60 47
13 61 51
13 62 42
13 63 8
13 64 14
13 65 47
13 66 44
13 67 37
13 68 30
13 69 10
13 70 48
13 71 27
13 72 30
13 73 43
13 74 35
13 75 51
13 76 52
13 77 43
13 78 12
13 79 33
13 80 52
13 81 56
13 82 52
13 83 31
13 84 52
13 85 9
13 86 9
13 87 34
13 88 49
13 89 16
13 90 23
13 91 7
13 92 42
13 93 53
13 94 40
13 95 24
13 96 37
13 97 45
13 98 32
13 99 16
14 15 20
14 16 37
14 17 26
14 18 12
14 19 13
14 20 22
14 21 15
14 22 32
14 23 50
14 24 30
14 25 52
14 26 47
14 27 34
14 28 34
14 29 7
14 30 10
14 31 30
14 32 54
14 33 42
14 34 44
14 35 13
14 36 28
14 37 20
14 38 27
14 39 9
14 40 21
14 41 19
14 42 54
14 43 51
14 44 34
14 45 10
14 46 17
14 47 53
14 48 8
14 49 25
14 50 24
14 51 23
14 52 33
14 53 12
14 54 39
14 55 56
14 56 31
14 57 15
14 58 29
14 59 23
14 60 53
14 61 38
14 62 38
14 63 54
14 64 43
14 65 42
14 66 48
14 67 10
14 68 22
14 69 35
14 70 30
14 71 15
14 72 19
14 73 55
14 74 17
14 75 31
14 76 11
14 77 54
14 78 47
14 79 37
14 80 34
14 81 21
14 82 33
14 83 49
14 84 50
14 85 19
14 86 31
14 87 13
14 88 13
14 89 10
14 90 35
14 91 39
14 92 22
14 93 27
14 94 45
14 95 21
14 96 23
14 97 56
14 98 20
14 99 38
15 16 35
15 17 47
15 18 14
15 19 41
15 20 19
15 21 20
15 22 34
15 23 21
15 24 49
15 25 34
15 26 13
15 27 23
15 28 50
15 29 8
15 30 17
15 31 21
15 32 24
15 33 41
15 34 32
15 35 53
15 36 20
15 37 25
15 38 17
15 39 38
15 40 43
15 41 18
15 42 16
15 43 35
15 44 23
15 45 56
15 46 23
15 47 7
15 48 47
15 49 52
15 50 15
15 51 39
15 52 38
15 53 54
15 54 29
15 55 38
15 56 15
15 57 54
15 58 27
15 59 54
15 60 8
15 61 48
15 62 53
15 63 10
15 64 31
15 65 32
15 66 36
15 67 47
15 68 44
15 69 16
15 70 20
15 71 49
15 72 32
15 73 43
15 74 23
15 75 43
15 76 31
15 77 54
15 78 37
15 79 34
15 80 21
15 81 48
15 82 21
15 83 35
15 84 39
15 85 29
15 86 44
15 87 10
15 88 38
15 89 21
15 90 35
15 91 11
15 92 18
15 93 31
15 94 25
15 95 45
15 96 47
15 97 44
15 98 42
15 99 44
16 17 19
16 18 53
16 19 55
16 20 13
16 21 35
16 22 29
16 23 21
16 24 29
16 25 30
16 26 8
16 27 27
16 28 40
16 29 42
16 30 9
16 31 38
16 32 46
16 33 13
16 34 31
16 35 46
16 36 36
16 37 44
16 38 51
16 39 20
16 40 53
16 41 35
16 42 47
16 43 35
16 44 27
16 45 8
16 46 31
16 47 35
16 48 45
16 49 39
16 50 56
16 51 22
16 52 8
16 53 21
16 54 52
16 55 24
16 56 22
16 57 49
16 58 26
16 59 51
16 60 26
16 61 10
16 62 33
16 63 48
16 64 32
16 65 11
16 66 14
16 67 51
16 68 10
16 69 33
16 70 47
16 71 23
16 72 42
16 73 46
16 74 22
16 75 19
16 76 15
16 77 43
16 78 45
16 79 55
16 80 15
16 81 14
16 82 28
16 83 21
16 84 52
16 85 24
16 86 39
16 87 26
16 88 22
16 89 26
16 90 45
16 91 45
16 92 12
16 93 54
16 94 8
16 95 13
16 96 38
16 97 11
16 98 28
16 99 29
17 18 27
17 19 20
17 20 10
17 21 15
17 22 15
17 23 26
17 24 10
17 25 23
17 26 45
17 27 12
17 28 51
17 29 40
17 30 53
17 31 45
17 32 37
17 33 9
17 34 24
17 35 20
17 36 33
17 37 12
17 38 36
17 39 30
17 40 38
17 41 20
17 42 9
17 43 29
17 44 46
17 45 19
17 46 55
17 47 25
17 48 42
17 49 35
17 50 44
17 51 46
17 52 54
17 53 56
17 54 18
17 55 17
17 56 34
17 57 22
17 58 53
17 59 15
17 60 48
17 61 52
17 62 54
17 63 15
17 64 32
17 65 10
17 66 8
17 67 18
17 68 22
17 69 18
17 70 31
17 71 8
17 72 27
17 73 40
17 74 36
17 75 51
17 76 18
17 77 18
17 78 12
17 79 20
17 80 36
17 81 31
17 82 23
17 83 49
17 84 31
17 85 42
17 86 52
17 87 37
17 88 10
17 89 49
17 90 8
17 91 52
17 92 36
17 93 55
17 94 34
17 95 13
17 96 29
17 97 52
17 98 11
17 99 49
18 19 14
18 20 50
18 21 45
18 22 48
18 23 13
18 24 55
18 25 38
18 26 32
18 27 48
18 28 35
18 29 30
18 30 45
18 31 29
18 32 11
18 33 35
18 34 10
18 35 33
18 36 9
18 37 29
18 38 18
18 39 12
18 40 53
18 41 30
18 42 16
18 43 28
18 44 31
18 45 48
18 46 27
18 47 27
18 48 31
18 49 48
18 50 27
18 51 48
18 52 51
18 53 23
18 54 36
18 55 48
18 56 33
18 57 32
18 58 31
18 59 40
18 60 45
18 61 18
18 62 8
18 63 50
18 64 26
18 65 40
18 66 21
18 67 12
18 68 55
18 69 14
18 70 13
18 71 38
18 72 40
18 73 16
18 74 44
18 75 36
18 76 20
18 77 47
18 78 21
18 79 22
18 80 50
18 81 10
18 82 8
18 83 25
18 84 18
18 85 55
18 86 21
18 87 34
18 88 45
18 89 8
18 90 47
18 91 32
18 92 32
18 93 13
18 94 48
18 95 12
18 96 44
18 97 55
18 98 21
18 99 43
19 20 24
19 21 14
19 22 45
19 23 40
19 24 16
19 25 17
19 26 17
19 27 56
19 28 42
19 29 16
19 30 40
19 31 42
19 32 28
19 33 10
19 34 27
19 35 51
19 36 50
19 37 50
19 38 26
19 39 37
19 40 36
19 41 15
19 42 27
19 43 10
19 44 42
19 45 54
19 46 28
19 47 10
19 48 36
19 49 42
19 50 7
19 51 54
19 52 54
19 53 29
19 54 27
19 55 16
19 56 26
19 57 46
19 58 13
19 59 14
19 60 27
19 61 54
19 62 21
19 63 52
19 64 23
19 65 33
19 66 50
19 67 27
19 68 31
19 69 28
19 70 56
19 71 56
19 72 32
19 73 41
19 74 30
19 75 8
19 76 30
19 77 45
19 78 10
19 79 56
19 80 30
19 81 46
19 82 9
19 83 39
19 84 27
19 85 12
19 86 18
19 87 50
19 88 50
19 89 34
19 90 20
19 91 38
19 92 35
19 93 12
19 94 29
19 95 10
19 96 11
19 97 26
19 98 47
19 99 21
20 21 17
20 22 48
20 23 8
20 24 55
20 25 35
20 26 35
20 27 40
20 28 44
20 29 34
20 30 39
20 31 33
20 32 9
20 33 18
20 34 10
20 35 32
20 36 40
20 37 39
20 38 11
20 39 22
20 40 37
20 41 36
20 42 10
20 43 55
20 44 19
20 45 49
20 46 51
20 47 43
20 48 9
20 49 40
20 50 41
20 51 24
20 52 17
20 53 18
20 54 25
20 55 24
20 56 47
20 57 42
20 58 15
20 59 55
20 60 52
20 61 16
20 62 34
20 63 28
20 64 28
20 65 17
20 66 13
20 67 7
20 68 15
20 69 29
20 70 11
20 71 20
20 72 23
20 73 7
20 74 22
20 75 47
20 76 47
20 77 56
20 78 38
20 79 33
20 80 41
20 81 25
20 82 53
20 83 12
20 84 29
20 85 10
20 86 17
20 87 26
20 88 12
20 89 29
20 90 26
20 91 52
20 92 47
20 93 36
20 94 52
20 95 7
20 96 39
20 97 29
20 98 10
20 99 49
21 22 20
21 23 30
21 24 40
21 25 7
21 26 22
21 27 17
21 28 23
21 29 51
21 30 13
21 31 44
21 32 51
21 33 17
21 34 31
21 35 19
21 36 45
21 37 18
21 38 55
21 39 42
21 40 52
21 41 13
21 42 27
21 43 50
21 44 21
21 45 48
21 46 25
21 47 9
21 48 36
21 49 26
21 50 15
21 51 56
21 52 28
21 53 44
21 54 27
21 55 19
21 56 33
21 57 52
21 58 7
21 59 41
21 60 13
21 61 33
21 62 56
21 63 39
21 64 17
21 65 8
21 66 33
21 67 29
21 68 40
21 69 14
21 70 9
21 71 32
21 72 7
21 73 44
21 74 20
21 75 34
21 76 40
21 77 11
21 78 52
21 79 22
21 80 43
21 81 54
21 82 44
21 83 39
21 84 56
21 85 46
21 86 42
21 87 42
21 88 49
21 89 23
21 90 45
21 91 29
21 92 13
21 93 9
21 94 46
21 95 36
21 96 12
21 97 11
21 98 55
21 99 12
22 23 37
22 24 32
22 25 22
22 26 50
22 27 22
22 28 9
22 29 33
22 30 13
22 31 49
22 32 16
22 33 20
22 34 45
22 35 29
22 36 52
22 37 14
22 38 7
22 39 34
22 40 34
22 41 51
22 42 11
22 43 35
22 44 15
22 45 21
22 46 9
22 47 17
22 48 35
22 49 37
22 50 49
22 51 32
22 52 12
22 53 15
22 54 49
22 55 39
22 56 48
22 57 52
22 58 22
22 59 20
22 60 25
22 61 23
22 62 19
22 63 25
22 64 18
22 65 27
22 66 22
22 67 29
22 68 27
22 69 31
22 70 7
22 71 47
22 72 49
22 73 25
22 74 43
22 75 48
22 76 46
22 77 46
22 78 52
22 79 42
22 80 11
22 81 13
22 82 48
22 83 48
22 84 56
22 85 53
22 86 39
22 87 11
22 88 51
22 89 12
22 90 7
22 91 26
22 92 19
22 93 15
22 94 23
22 95 28
22 96 15
22 97 47
22 98 13
22 99 33
23 24 31
23 25 30
23 26 23
23 27 52
23 28 7
23 29 30
23 30 27
23 31 38
23 32 22
23 33 26
23 34 46
23 35 17
23 36 19
23 37 28
23 38 36
23 39 23
23 40 33
23 41 52
23 42 49
23 43 55
23 44 23
23 45 27
23 46 19
23 47 25
23 48 31
23 49 33
23 50 48
23 51 31
23 52 38
23 53 42
23 54 15
23 55 41
23 56 29
23 57 11
23 58 55
23 59 46
23 60 43
23 61 33
23 62 54
23 63 54
23 64 37
23 65 17
23 66 33
23 67 26
23 68 16
23 69 31
23 70 21
23 71 23
23 72 32
23 73 14
23 74 34
23 75 14
23 76 42
23 77 21
23 78 42
23 79 8
23 80 13
23 81 30
23 82 38
23 83 29
23 84 40
23 85 51
23 86 30
23 87 24
23 88 42
23 89 9
23 90 13
23 91 38
23 92 46
23 93 35
23 94 14
23 95 12
23 96 46
23 97 40
23 98 22
23 99 22
24 25 7
24 26 37
24 27 31
24 28 7
24 29 30
24 30 22
24 31 52
24 32 38
24 33 33
24 34 20
24 35 10
24 36 22
24 37 44
24 38 10
24 39 55
24 40 43
24 41 21
24 42 15
24 43 44
24 44 13
24 45 26
24 46 9
24 47 39
24 48 37
24 49 20
24 50 50
24 51 37
24 52 29
24 53 35
24 54 31
24 55 33
24 56 23
24 57 23
24 58 12
24 59 13
24 60 43
24 61 39
24 62 8
24 63 15
24 64 20
24 65 43
24 66 44
24 67 33
24 68 42
24 69 13
24 70 27
24 71 51
24 72 30
24 73 28
24 74 40
24 75 15
24 76 9
24 77 28
24 78 39
24 79 28
24 80 32
24 81 30
24 82 26
24 83 43
24 84 15
24 85 34
24 86 25
24 87 28
24 88 50
24 89 38
24 90 53
24 91 33
24 92 22
24 93 26
24 94 55
24 95 20
24 96 8
24 97 52
24 98 19
24 99 20
25 26 13
25 27 41
25 28 49
25 29 42
25 30 27
25 31 33
25 32 31
25 33 55
25 34 9
25 35 40
25 36 16
25 37 14
25 38 17
25 39 35
25 40 10
25 41 14
25 42 37
25 43 18
25 44 11
25 45 48
25 46 15
25 47 41
25 48 56
25 49 12
25 50 24
25 51 8
25 52 43
25 53 53
25 54 41
25 55 18
25 56 12
25 57 14
25 58 23
25 59 41
25 60 44
25 61 19
25 62 39
25 63 23
25 64 24
25 65 25
25 66 13
25 67 17
25 68 35
25 69 49
25 70 41
25 71 23
25 72 12
25 73 42
25 74 36
25 75 54
25 76 17
25 77 14
25 78 39
25 79 28
25 80 15
25 81 8
25 82 22
25 83 44
25 84 16
25 85 32
25 86 16
25 87 42
25 88 10
25 89 34
25 90 49
25 91 21
25 92 12
25 93 39
25 94 33
25 95 7
25 96 7
25 97 42
25 98 13
25 99 24
26 27 43
26 28 39
26 29 33
26 30 11
26 31 43
26 32 35
26 33 10
26 34 8
26 35 47
26 36 40
26 37 15
26 38 32
26 39 8
26 40 13
26 41 27
26 42 38
26 43 55
26 44 32
26 45 21
26 46 38
26 47 51
26 48 14
26 49 28
26 50 33
26 51 17
26 52 16
26 53 31
26 54 13
26 55 48
26 56 9
26 57 42
26 58 53
26 59 15
26 60 7
26 61 22
26 62 24
26 63 15
26 64 55
26 65 46
26 66 22
26 67 30
26 68 54
26 69 44
26 70 18
26 71 11
26 72 38
26 73 42
26 74 56
26 75 34
26 76 13
26 77 49
26 78 46
26 79 50
26 80 26
26 81 49
26 82 10
26 83 41
26 84 32
26 85 28
26 86 26
26 87 32
26 88 16
26 89 40
26 90 44
26 91 15
26 92 18
26 93 17
26 94 34
26 95 35
26 96 50
26 97 8
26 98 33
26 99 14
27 28 24
27 29 17
27 30 24
27 31 16
27 32 35
27 33 12
27 34 27
27 35 30
27 36 21
27 37 36
27 38 20
27 39 25
27 40 11
27 41 47
27 42 45
27 43 48
27 44 37
27 45 31
27 46 42
27 47 39
27 48 23
27 49 22
27 50 46
27 51 14
27 52 50
27 53 31
27 54 27
27 55 45
27 56 7
27 57 33
27 58 25
27 59 28
27 60 50
27 61 52
27 62 27
27 63 32
27 64 39
27 65 21
27 66 22
27 67 37
27 68 55
27 69 25
27 70 7
27 71 24
27 72 33
27 73 45
27 74 41
27 75 17
27 76 52
27 77 47
27 78 22
27 79 36
27 80 23
27 81 23
27 82 23
27 83 24
27 84 7
27 85 35
27 86 46
27 87 35
27 88 11
27 89 15
27 90 20
27 91 18
27 92 42
27 93 54
27 94 15
27 95 13
27 96 22
27 97 42
27 98 7
27 99 28
28 29 20
28 30 32
28 31 33
28 32 29
28 33 54
28 34 8
28 35 14
28 36 24
28 37 54
28 38 13
28 39 17
28 40 38
28 41 18
28 42 42
28 43 27
28 44 49
28 45 43
28 46 40
28 47 14
28 48 43
28 49 23
28 50 37
28 51 42
28 52 27
28 53 40
28 54 35
28 55 41
28 56 32
28 57 26
28 58 25
28 59 11
28 60 41
28 61 38
28 62 14
28 63 35
28 64 52
