99 4851
9 45 490
9 46 918
9 47 85
9 48 25
9 49 731
9 50 628
9 51 418
9 52 371
9 53 173
9 54 493
9 55 911
9 56 77
9 57 183
9 58 630
9 59 261
9 60 103
9 61 434
9 62 134
9 63 150
9 64 230
9 65 249
9 66 133
9 67 765
9 68 999
9 69 479
9 70 860
9 71 780
9 72 151
9 73 910
9 74 325
9 75 870
9 76 656
9 77 37
9 78 53
9 79 166
9 80 815
9 81 313
9 82 230
9 83 792
9 84 316
9 85 240
9 86 906
9 87 487
9 88 946
9 89 466
9 90 476
9 91 342
9 92 383
9 93 440
9 94 745
9 95 394
9 96 774
9 97 938
9 98 544
9 99 255
10 11 659
10 12 355
10 13 206
10 14 939
10 15 207
10 16 448
10 17 493
10 18 240
10 19 445
10 20 305
10 21 278
10 22 582
10 23 243
10 24 151
10 25 100
10 26 568
10 27 37
10 28 711
10 29 531
10 30 310
10 31 334
10 32 21
10 33 81
10 34 171
10 35 257
10 36 365
10 37 268
10 38 144
10 39 528
10 40 565
10 41 652
10 42 960
10 43 530
10 44 583
10 45 402
10 46 141
10 47 946
10 48 630
10 49 409
10 50 187
10 51 517
10 52 135
10 53 123
10 54 636
10 55 197
10 56 3
10 57 79
10 58 348
10 59 316
10 60 889
10 61 954
10 62 125
10 63 506
10 64 481
10 65 132
10 66 806
10 67 675
10 68 862
10 69 229
10 70 239
10 71 19
10 72 363
10 73 184
10 74 585
10 75 300
10 76 362
10 77 806
10 78 588
10 79 425
10 80 713
10 81 798
10 82 952
10 83 651
10 84 231
10 85 347
10 86 775
10 87 684
10 88 573
10 89 87
10 90 635
10 91 442
10 92 335
10 93 151
10 94 125
10 95 847
10 96 653
10 97 398
10 98 902
10 99 702
11 12 845
11 13 550
11 14 809
11 15 968
11 16 436
11 17 484
11 18 360
11 19 856
11 20 381
11 21 780
11 22 926
11 23 820
11 24 57
11 25 238
11 26 301
11 27 822
11 28 712
11 29 871
11 30 201
11 31 65
11 32 438
11 33 586
11 34 461
11 35 439
11 36 633
11 37 560
11 38 180
11 39 90
11 40 754
11 41 726
11 42 411
11 43 298
11 44 482
11 45 615
11 46 357
11 47 911
11 48 831
11 49 137
11 50 654
11 51 128
11 52 120
11 53 612
11 54 557
11 55 963
11 56 197
11 57 544
11 58 675
11 59 45
11 60 330
11 61 542
11 62 329
11 63 820
11 64 45
11 65 818
11 66 458
11 67 603
11 68 622
11 69 783
11 70 916
11 71 862
11 72 639
11 73 204
11 74 653
11 75 231
11 76 500
11 77 270
11 78 139
11 79 272
11 80 701
11 81 574
11 82 364
11 83 10
11 84 314
11 85 212
11 86 559
11 87 733
11 88 846
11 89 380
11 90 43
11 91 305
11 92 254
11 93 368
11 94 487
11 95 317
11 96 788
11 97 638
11 98 90
11 99 430
12 13 471
12 14 884
12 15 172
12 16 370
12 17 805
12 18 769
12 19 548
12 20 468
12 21 116
12 22 453
12 23 395
12 24 363
12 25 374
12 26 3
12 27 288
12 28 135
12 29 491
12 30 494
12 31 998
12 32 204
12 33 283
12 34 955
12 35 971
12 36 90
12 37 516
12 38 54
12 39 523
12 40 43
12 41 160
12 42 911
12 43 957
12 44 455
12 45 67
12 46 549
12 47 931
12 48 709
12 49 156
12 50 667
12 51 312
12 52 251
12 53 106
12 54 635
12 55 45
12 56 311
12 57 585
12 58 481
12 59 756
12 60 639
12 61 436
12 62 993
12 63 617
12 64 494
12 65 269
12 66 20
12 67 861
12 68 624
12 69 867
12 70 998
12 71 965
12 72 304
12 73 372
12 74 579
12 75 419
12 76 183
12 77 91
12 78 700
12 79 235
12 80 864
12 81 3
12 82 693
12 83 529
12 84 786
12 85 965
12 86 377
12 87 225
12 88 902
12 89 942
12 90 839
12 91 462
12 92 393
12 93 725
12 94 710
12 95 144
12 96 148
12 97 899
12 98 639
12 99 712
13 14 866
13 15 852
13 16 763
13 17 557
13 18 826
13 19 965
13 20 597
13 21 204
13 22 318
13 23 247
13 24 416
13 25 499
13 26 635
13 27 763
13 28 412
13 29 847
13 30 786
13 31 285
13 32 237
13 33 287
13 34 270
13 35 462
13 36 685
13 37 936
13 38 7
13 39 189
13 40 804
13 41 522
13 42 62
13 43 214
13 44 957
13 45 587
13 46 282
13 47 38
13 48 602
13 49 491
13 50 922
13 51 894
13 52 530
13 53 408
13 54 140
13 55 494
13 56 938
13 57 659
13 58 14
13 59 563
13 60 242
13 61 282
13 62 467
13 63 611
13 64 169
13 65 31
13 66 672
13 67 801
13 68 476
13 69 537
13 70 359
13 71 453
13 72 131
13 73 377
13 74 484
13 75 126
13 76 124
13 77 920
13 78 302
13 79 250
13 80 165
13 81 943
13 82 560
13 83 53
13 84 956
13 85 655
13 86 361
13 87 120
13 88 969
13 89 563
13 90 272
13 91 636
13 92 374
13 93 146
13 94 780
13 95 815
13 96 285
13 97 241
13 98 484
13 99 790
14 15 979
14 16 689
14 17 530
14 18 628
14 19 476
14 20 84
14 21 13
14 22 722
14 23 375
14 24 438
14 25 631
14 26 104
14 27 563
14 28 538
14 29 524
14 30 674
14 31 530
14 32 938
14 33 196
14 34 366
14 35 373
14 36 579
14 37 339
14 38 621
14 39 80
14 40 120
14 41 647
14 42 24
14 43 928
14 44 382
14 45 969
14 46 366
14 47 970
14 48 720
14 49 104
14 50 155
14 51 781
14 52 699
14 53 674
14 54 195
14 55 483
14 56 237
14 57 709
14 58 7
14 59 836
14 60 114
14 61 485
14 62 702
14 63 220
14 64 847
14 65 134
14 66 32
14 67 942
14 68 987
14 69 797
14 70 335
14 71 409
14 72 178
14 73 490
14 74 855
14 75 602
14 76 668
14 77 209
14 78 408
14 79 305
14 80 950
14 81 937
14 82 194
14 83 688
14 84 727
14 85 307
14 86 680
14 87 74
14 88 245
14 89 711
14 90 87
14 91 953
14 92 960
14 93 4
14 94 417
14 95 539
14 96 40
14 97 96
14 98 709
14 99 165
15 16 51
15 17 47
15 18 930
15 19 488
15 20 434
15 21 6
15 22 484
15 23 971
15 24 228
15 25 938
15 26 437
15 27 921
15 28 603
15 29 852
15 30 232
15 31 765
15 32 190
15 33 872
15 34 186
15 35 11
15 36 454
15 37 783
15 38 33
15 39 809
15 40 349
15 41 226
15 42 42
15 43 774
15 44 3
15 45 807
15 46 478
15 47 689
15 48 483
15 49 377
15 50 269
15 51 221
15 52 62
15 53 91
15 54 878
15 55 628
15 56 711
15 57 245
15 58 76
15 59 761
15 60 735
15 61 410
15 62 709
15 63 507
15 64 25
15 65 985
15 66 128
15 67 239
15 68 456
15 69 875
15 70 325
15 71 692
15 72 999
15 73 948
15 74 674
15 75 293
15 76 826
15 77 430
15 78 442
15 79 91
15 80 212
15 81 658
15 82 88
15 83 593
15 84 72
15 85 913
15 86 493
15 87 396
15 88 907
15 89 106
15 90 662
15 91 850
15 92 930
15 93 676
15 94 162
15 95 338
15 96 384
15 97 846
15 98 795
15 99 781
16 17 675
16 18 604
16 19 394
16 20 891
16 21 80
16 22 789
16 23 816
16 24 545
16 25 427
16 26 932
16 27 266
16 28 641
16 29 380
16 30 188
16 31 996
16 32 899
16 33 535
16 34 607
16 35 810
16 36 723
16 37 362
16 38 80
16 39 867
16 40 523
16 41 444
16 42 215
16 43 847
16 44 378
16 45 404
16 46 542
16 47 186
16 48 437
16 49 903
16 50 394
16 51 537
16 52 85
16 53 743
16 54 788
16 55 381
16 56 753
16 57 560
16 58 712
16 59 102
16 60 541
16 61 580
16 62 845
16 63 81
16 64 443
16 65 426
16 66 350
16 67 101
16 68 754
16 69 835
16 70 617
16 71 74
16 72 660
16 73 293
16 74 798
16 75 579
16 76 140
16 77 899
16 78 746
16 79 638
16 80 319
16 81 461
16 82 869
16 83 1002
16 84 114
16 85 355
16 86 32
16 87 688
16 88 685
16 89 808
16 90 443
16 91 893
16 92 919
16 93 389
16 94 630
16 95 231
16 96 146
16 97 715
16 98 982
16 99 661
17 18 559
17 19 533
17 20 51
17 21 772
17 22 917
17 23 630
17 24 232
17 25 431
17 26 599
17 27 671
17 28 18
17 29 895
17 30 84
17 31 35
17 32 156
17 33 364
17 34 51
17 35 198
17 36 570
17 37 394
17 38 421
17 39 355
17 40 533
17 41 839
17 42 829
17 43 829
17 44 663
17 45 276
17 46 934
17 47 41
17 48 151
17 49 275
17 50 677
17 51 114
17 52 535
17 53 856
17 54 567
17 55 901
17 56 292
17 57 730
17 58 891
17 59 966
17 60 806
17 61 876
17 62 235
17 63 914
17 64 121
17 65 151
17 66 823
17 67 71
17 68 962
17 69 635
17 70 890
17 71 217
17 72 894
17 73 934
17 74 257
17 75 374
17 76 416
17 77 227
17 78 818
17 79 340
17 80 705
17 81 54
17 82 497
17 83 217
17 84 109
17 85 631
17 86 657
17 87 691
17 88 259
17 89 133
17 90 617
17 91 250
17 92 141
17 93 142
17 94 748
17 95 451
17 96 898
17 97 756
17 98 126
17 99 454
18 19 728
18 20 882
18 21 260
18 22 474
18 23 405
18 24 423
18 25 347
18 26 711
18 27 16
18 28 194
18 29 347
18 30 380
18 31 300
18 32 831
18 33 413
18 34 698
18 35 469
18 36 40
18 37 11
18 38 113
18 39 381
18 40 248
18 41 768
18 42 202
18 43 945
18 44 892
18 45 752
18 46 596
18 47 824
18 48 523
18 49 744
18 50 275
18 51 204
18 52 552
18 53 777
18 54 574
18 55 220
18 56 349
18 57 473
18 58 511
18 59 408
18 60 697
18 61 619
18 62 761
18 63 487
18 64 997
18 65 976
18 66 325
18 67 126
18 68 668
18 69 534
18 70 413
18 71 410
18 72 778
18 73 496
18 74 717
18 75 720
18 76 967
18 77 614
18 78 367
18 79 506
18 80 355
18 81 230
18 82 982
18 83 845
18 84 164
18 85 3
18 86 797
18 87 689
18 88 773
18 89 637
18 90 896
18 91 193
18 92 434
18 93 809
18 94 451
18 95 627
18 96 969
18 97 131
18 98 386
18 99 482
19 20 275
19 21 209
19 22 905
19 23 370
19 24 380
19 25 721
19 26 373
19 27 395
19 28 382
19 29 14
19 30 378
19 31 522
19 32 645
19 33 759
19 34 399
19 35 996
19 36 951
19 37 809
19 38 719
19 39 205
19 40 18
19 41 302
19 42 433
19 43 89
19 44 434
19 45 870
19 46 714
19 47 816
19 48 419
19 49 53
19 50 81
19 51 55
19 52 260
19 53 260
19 54 964
19 55 484
19 56 37
19 57 684
19 58 497
19 59 714
19 60 258
19 61 713
19 62 79
19 63 486
19 64 112
19 65 436
19 66 638
19 67 353
19 68 712
19 69 611
19 70 52
19 71 360
19 72 426
19 73 93
19 74 906
19 75 632
19 76 211
19 77 600
19 78 950
19 79 886
19 80 42
19 81 846
19 82 130
19 83 718
19 84 128
19 85 296
19 86 101
19 87 481
19 88 990
19 89 393
19 90 329
19 91 77
19 92 659
19 93 246
19 94 517
19 95 448
19 96 965
19 97 827
19 98 723
19 99 964
20 21 192
20 22 370
20 23 340
20 24 786
20 25 365
20 26 329
20 27 315
20 28 552
20 29 381
20 30 809
20 31 88
20 32 404
20 33 559
20 34 470
20 35 398
20 36 230
20 37 94
20 38 932
20 39 126
20 40 361
20 41 734
20 42 246
20 43 397
20 44 699
20 45 288
20 46 997
20 47 572
20 48 726
20 49 668
20 50 663
20 51 663
20 52 533
20 53 310
20 54 357
20 55 656
20 56 546
20 57 765
20 58 258
20 59 876
20 60 623
20 61 432
20 62 385
20 63 422
20 64 908
20 65 481
20 66 422
20 67 267
20 68 705
20 69 246
20 70 560
20 71 446
20 72 556
20 73 326
20 74 805
20 75 837
20 76 221
20 77 722
20 78 590
20 79 188
20 80 376
20 81 244
20 82 829
20 83 680
20 84 115
20 85 555
20 86 157
20 87 742
20 88 513
20 89 271
20 90 288
20 91 21
20 92 46
20 93 563
20 94 758
20 95 850
20 96 740
20 97 809
20 98 53
20 99 34
21 22 373
21 23 314
21 24 188
21 25 301
21 26 306
21 27 77
21 28 93
21 29 841
21 30 867
21 31 944
21 32 266
21 33 909
21 34 960
21 35 741
21 36 447
21 37 911
21 38 352
21 39 663
21 40 896
21 41 104
21 42 991
21 43 93
21 44 524
21 45 862
21 46 837
21 47 78
21 48 442
21 49 562
21 50 677
21 51 102
21 52 411
21 53 748
21 54 588
21 55 664
21 56 369
21 57 763
21 58 51
21 59 788
21 60 62
21 61 513
21 62 749
21 63 115
21 64 272
21 65 879
21 66 773
21 67 929
21 68 492
21 69 781
21 70 306
21 71 937
21 72 16
21 73 612
21 74 556
21 75 927
21 76 765
21 77 264
21 78 668
21 79 690
21 80 189
21 81 352
21 82 767
21 83 177
21 84 473
21 85 367
21 86 820
21 87 608
21 88 662
21 89 272
21 90 734
21 91 587
21 92 825
21 93 406
21 94 563
21 95 266
21 96 937
21 97 306
21 98 846
21 99 437
22 23 708
22 24 624
22 25 858
22 26 90
22 27 36
22 28 740
22 29 288
22 30 797
22 31 203
22 32 1001
22 33 563
22 34 751
22 35 901
22 36 378
22 37 26
22 38 642
22 39 678
22 40 373
22 41 893
22 42 795
22 43 476
22 44 564
22 45 36
22 46 857
22 47 421
22 48 822
22 49 893
22 50 838
22 51 668
22 52 998
22 53 948
22 54 316
22 55 696
22 56 226
22 57 775
22 58 545
22 59 717
22 60 791
22 61 235
22 62 446
22 63 727
22 64 370
22 65 897
22 66 788
22 67 188
22 68 866
22 69 509
22 70 824
22 71 858
22 72 924
22 73 289
22 74 585
22 75 762
22 76 207
22 77 909
22 78 471
22 79 355
22 80 514
22 81 210
22 82 910
22 83 345
22 84 595
22 85 119
22 86 243
22 87 751
22 88 122
22 89 715
22 90 63
22 91 434
22 92 364
22 93 948
22 94 178
22 95 920
22 96 812
22 97 472
22 98 970
22 99 42
23 24 335
23 25 705
23 26 147
23 27 6
23 28 862
23 29 302
23 30 441
23 31 16
23 32 906
23 33 737
23 34 396
23 35 521
23 36 683
23 37 803
23 38 203
23 39 1000
23 40 337
23 41 366
23 42 85
23 43 633
23 44 295
23 45 684
23 46 811
23 47 339
23 48 197
23 49 716
23 50 786
23 51 527
23 52 53
23 53 366
23 54 568
23 55 461
23 56 208
23 57 375
23 58 757
23 59 113
23 60 314
23 61 118
23 62 4
23 63 814
23 64 659
23 65 711
23 66 553
23 67 513
23 68 975
23 69 384
23 70 613
23 71 674
23 72 993
23 73 435
23 74 264
23 75 262
23 76 411
23 77 276
23 78 366
23 79 129
23 80 321
23 81 331
23 82 622
23 83 986
23 84 967
23 85 851
23 86 567
23 87 527
23 88 975
23 89 780
23 90 587
23 91 795
23 92 552
23 93 807
23 94 17
23 95 509
23 96 531
23 97 225
23 98 421
23 99 851
24 25 792
24 26 249
24 27 675
24 28 182
24 29 1001
24 30 572
24 31 996
24 32 951
24 33 653
24 34 505
24 35 712
24 36 347
24 37 904
24 38 553
24 39 293
24 40 899
24 41 176
24 42 17
24 43 54
24 44 95
24 45 419
24 46 155
24 47 600
24 48 596
24 49 64
24 50 794
24 51 169
24 52 532
24 53 491
24 54 941
24 55 505
24 56 213
24 57 981
24 58 813
24 59 566
24 60 188
24 61 563
24 62 762
24 63 986
24 64 11
24 65 349
24 66 203
24 67 704
24 68 313
24 69 642
24 70 413
24 71 432
24 72 793
24 73 986
24 74 375
24 75 294
24 76 870
24 77 460
24 78 3
24 79 778
24 80 293
24 81 858
24 82 854
24 83 787
24 84 91
24 85 33
24 86 724
24 87 797
24 88 281
24 89 301
24 90 614
24 91 101
24 92 669
24 93 13
24 94 261
24 95 498
24 96 379
24 97 579
24 98 92
24 99 143
25 26 123
25 27 599
25 28 913
25 29 926
25 30 661
25 31 916
25 32 252
25 33 191
25 34 563
25 35 314
25 36 27
25 37 129
25 38 517
25 39 318
25 40 885
25 41 840
25 42 475
25 43 23
25 44 709
25 45 384
25 46 54
25 47 570
25 48 306
25 49 505
25 50 608
25 51 521
25 52 757
25 53 283
25 54 454
25 55 639
25 56 546
25 57 164
25 58 722
25 59 671
25 60 323
25 61 992
25 62 118
25 63 5
25 64 97
25 65 288
25 66 966
25 67 333
25 68 204
25 69 686
25 70 133
25 71 116
25 72 669
25 73 936
25 74 515
25 75 388
25 76 538
25 77 539
25 78 69
25 79 211
25 80 666
25 81 409
25 82 837
25 83 549
25 84 746
25 85 886
25 86 28
25 87 273
25 88 991
25 89 616
25 90 365
25 91 354
25 92 116
25 93 797
25 94 780
25 95 903
25 96 246
25 97 538
25 98 183
25 99 165
26 27 246
26 28 505
26 29 932
26 30 836
26 31 111
26 32 90
26 33 587
26 34 655
26 35 818
26 36 629
26 37 717
26 38 936
26 39 822
26 40 854
26 41 965
26 42 699
26 43 923
26 44 874
26 45 125
26 46 673
26 47 505
26 48 682
26 49 85
26 50 440
26 51 804
26 52 838
26 53 888
26 54 313
26 55 923
26 56 532
26 57 863
26 58 59
26 59 369
26 60 129
26 61 866
26 62 278
26 63 467
26 64 494
26 65 147
26 66 186
26 67 660
26 68 511
26 69 86
26 70 369
26 71 790
26 72 216
26 73 679
26 74 866
26 75 489
26 76 72
26 77 626
26 78 247
26 79 289
26 80 491
26 81 456
26 82 858
26 83 330
26 84 99
26 85 377
26 86 83
26 87 167
26 88 503
26 89 197
26 90 325
26 91 757
26 92 198
26 93 815
26 94 994
26 95 577
26 96 677
26 97 196
26 98 940
26 99 913
27 28 64
27 29 496
27 30 886
27 31 169
27 32 118
27 33 211
27 34 546
27 35 380
27 36 864
27 37 178
27 38 156
27 39 126
27 40 811
27 41 136
27 42 62
27 43 448
27 44 123
27 45 879
27 46 813
27 47 908
27 48 626
27 49 689
27 50 644
27 51 97
27 52 74
27 53 356
27 54 680
27 55 473
27 56 111
27 57 278
27 58 405
27 59 161
27 60 961
27 61 356
27 62 543
27 63 984
27 64 984
27 65 569
27 66 834
27 67 36
27 68 121
27 69 54
27 70 702
27 71 226
27 72 49
27 73 93
27 74 413
27 75 108
27 76 711
27 77 418
27 78 783
27 79 960
27 80 414
27 81 156
27 82 529
27 83 814
27 84 138
27 85 992
27 86 553
27 87 234
27 88 676
27 89 15
27 90 741
27 91 491
27 92 129
27 93 73
27 94 612
27 95 75
27 96 952
27 97 378
27 98 892
27 99 633
28 29 507
28 30 684
28 31 942
28 32 611
28 33 253
28 34 69
28 35 800
28 36 535
28 37 150
28 38 483
28 39 25
28 40 724
28 41 323
28 42 725
28 43 786
28 44 604
28 45 569
28 46 387
28 47 739
28 48 365
28 49 122
28 50 41
28 51 404
28 52 729
28 53 521
28 54 984
28 55 581
28 56 170
28 57 27
28 58 269
28 59 247
28 60 850
28 61 944
28 62 502
